business_type,years_in_business,registered,monthly_revenue_pkr,employees,premises_owned,years_at_premises,avg_monthly_inflow_pkr,avg_monthly_outflow_pkr,net_cashflow_pkr,bounced_cheques,account_age_months,has_existing_loan,existing_installment_pkr,requested_amount_pkr,debt_burden_ratio,turnover_to_loan_ratio,repaid
light_manufacturing,2,1,1560000.0,6,0,2,845000.0,600000.0,245000.0,0,24,0,0.0,2025000.0,0.0,5.006538166731583,1
services,13,0,100000.0,4,1,6,60000.0,43000.0,17000.0,1,156,0,0.0,3757000.0,0.0,0.19163558905333636,1
retail_wholesale,1,0,143000.0,5,0,1,76000.0,67000.0,9000.0,0,12,0,0.0,1412000.0,0.0,0.6458038025906806,1
services,12,0,569000.0,4,0,4,391000.0,328000.0,63000.0,3,138,0,0.0,2823000.0,0.0,1.662133461104899,1
retail_wholesale,6,0,405000.0,3,1,6,243000.0,180000.0,63000.0,4,72,1,94000.0,2124000.0,0.3868312757201646,1.3730176611546754,0
light_manufacturing,5,0,173000.0,2,1,5,148000.0,137000.0,11000.0,2,60,0,0.0,3344000.0,0.0,0.5310662120843179,1
services,4,0,4545000.0,6,1,4,3212000.0,2443000.0,769000.0,0,12,1,977000.0,1775000.0,0.30417185554171855,21.711485712086482,1
services,5,0,888000.0,6,1,5,527000.0,380000.0,147000.0,0,60,1,81000.0,5074000.0,0.15370018975332067,1.246408977102601,1
retail_wholesale,4,0,1045000.0,3,0,3,711000.0,647000.0,64000.0,1,48,0,0.0,817000.0,0.0,10.442772669266613,1
services,8,0,325000.0,3,0,3,188000.0,164000.0,24000.0,1,96,1,20000.0,3535000.0,0.10638297872340426,0.638152404879501,1
retail_wholesale,4,0,1338000.0,3,0,4,765000.0,620000.0,145000.0,4,48,0,0.0,2148000.0,0.0,4.274418931749357,0
retail_wholesale,6,0,444000.0,4,0,4,276000.0,247000.0,29000.0,0,72,1,66000.0,1086000.0,0.2391304347826087,3.0507915300113084,1
retail_wholesale,1,0,490000.0,3,0,1,266000.0,254000.0,12000.0,0,12,0,0.0,6452000.0,0.0,0.49473202680050965,1
services,6,0,1197000.0,4,0,6,689000.0,489000.0,200000.0,4,72,0,0.0,6064000.0,0.0,1.3634616889364013,1
retail_wholesale,4,0,127000.0,8,1,4,112000.0,98000.0,14000.0,1,48,1,21000.0,576000.0,0.1875,2.332231439039838,1
services,11,0,3210000.0,4,1,11,2461000.0,1873000.0,588000.0,0,132,0,0.0,2224000.0,0.0,13.27996632436893,1
services,5,0,780000.0,3,1,5,677000.0,564000.0,113000.0,1,60,1,104000.0,3054000.0,0.1536189069423929,2.6598718111084385,1
retail_wholesale,10,0,2340000.0,1,1,10,1410000.0,1154000.0,256000.0,0,40,0,0.0,2607000.0,0.0,6.490413802036714,1
retail_wholesale,9,0,222000.0,6,1,9,187000.0,151000.0,36000.0,0,48,1,41000.0,4965000.0,0.2192513368983957,0.4519404037893009,0
retail_wholesale,9,0,258000.0,4,1,4,167000.0,126000.0,41000.0,0,87,0,0.0,4383000.0,0.0,0.4572241066039818,1
textiles,5,1,203000.0,5,1,5,113000.0,104000.0,9000.0,0,60,0,0.0,2345000.0,0.0,0.5782665225955841,1
services,6,0,835000.0,2,0,6,686000.0,553000.0,133000.0,0,72,0,0.0,7841000.0,0.0,1.0498209759366162,1
retail_wholesale,8,0,694000.0,2,1,7,364000.0,345000.0,19000.0,0,96,0,0.0,3509000.0,0.0,1.2448936993934336,1
services,6,1,409000.0,5,1,6,270000.0,216000.0,54000.0,0,33,0,0.0,1620000.0,0.0,2.00025534788145,1
retail_wholesale,5,0,236000.0,5,0,5,195000.0,182000.0,13000.0,0,60,0,0.0,1436000.0,0.0,1.6297266570691404,1
services,3,0,183000.0,5,0,3,137000.0,117000.0,20000.0,0,36,0,0.0,4217000.0,0.0,0.38983964709234015,1
light_manufacturing,6,1,619000.0,7,0,6,438000.0,354000.0,84000.0,0,72,0,0.0,1243000.0,0.0,4.229127201987612,1
services,1,0,408000.0,5,0,1,262000.0,235000.0,27000.0,1,12,0,0.0,1564000.0,0.0,2.010114451876737,1
services,1,0,327000.0,5,1,1,174000.0,160000.0,14000.0,0,12,1,29000.0,1732000.0,0.16666666666666666,1.2053893470431722,0
services,2,0,3054000.0,4,1,2,2737000.0,2286000.0,451000.0,0,24,1,737000.0,2476000.0,0.26927292656192914,13.266338184068442,1
retail_wholesale,9,1,599000.0,2,1,9,341000.0,279000.0,62000.0,0,108,1,91000.0,1781000.0,0.2668621700879765,2.297821925411781,1
retail_wholesale,7,0,2315000.0,7,1,2,1394000.0,1201000.0,193000.0,1,46,0,0.0,908000.0,0.0,18.432572044908987,1
retail_wholesale,9,0,381000.0,5,0,9,227000.0,196000.0,31000.0,2,79,0,0.0,4016000.0,0.0,0.6782131668541641,1
food,3,0,830000.0,4,0,3,717000.0,587000.0,130000.0,4,36,1,120000.0,1569000.0,0.16736401673640167,5.483366406560201,0
services,12,1,615000.0,5,1,7,495000.0,452000.0,43000.0,3,107,0,0.0,6720000.0,0.0,0.8839107274733836,1
textiles,2,0,119000.0,6,1,2,81000.0,66000.0,15000.0,0,24,0,0.0,2400000.0,0.0,0.4049706598002363,1
services,2,0,2712000.0,3,0,2,2392000.0,1978000.0,414000.0,2,24,0,0.0,4278000.0,0.0,6.70977094927983,1
retail_wholesale,12,0,568000.0,4,0,12,296000.0,257000.0,39000.0,0,77,0,0.0,2920000.0,0.0,1.2163404699167961,1
services,7,0,1371000.0,5,1,7,1176000.0,1148000.0,28000.0,1,84,0,0.0,4403000.0,0.0,3.205424579912977,0
retail_wholesale,9,0,306000.0,1,1,6,161000.0,124000.0,37000.0,3,108,1,54000.0,2816000.0,0.33540372670807456,0.686056809139504,0
retail_wholesale,7,0,551000.0,3,0,7,362000.0,277000.0,85000.0,1,84,0,0.0,2303000.0,0.0,1.8861677057955075,1
services,4,1,273000.0,6,1,4,142000.0,106000.0,36000.0,0,48,1,15000.0,3854000.0,0.1056338028169014,0.44214862080085354,1
light_manufacturing,2,0,2237000.0,4,0,2,2013000.0,1798000.0,215000.0,0,24,1,454000.0,8888000.0,0.22553402881271734,2.7177446053490795,0
textiles,1,0,887000.0,9,0,1,768000.0,634000.0,134000.0,0,12,0,0.0,1701000.0,0.0,5.417703875890306,0
retail_wholesale,18,0,938000.0,3,1,3,689000.0,557000.0,132000.0,0,13,0,0.0,3222000.0,0.0,2.5658486167039323,1
textiles,1,0,2528000.0,6,0,1,1484000.0,1124000.0,360000.0,1,12,0,0.0,1994000.0,0.0,8.932064609868378,0
retail_wholesale,15,0,2066000.0,3,1,9,1262000.0,1198000.0,64000.0,1,180,1,360000.0,2710000.0,0.28526148969889065,5.58911983371295,0
services,6,0,1397000.0,2,1,6,950000.0,783000.0,167000.0,0,72,0,0.0,2051000.0,0.0,5.557626009062262,1
services,7,0,157000.0,3,1,7,99000.0,86000.0,13000.0,1,84,0,0.0,548000.0,0.0,2.167923445432877,1
retail_wholesale,7,1,324000.0,4,0,7,165000.0,121000.0,44000.0,0,84,0,0.0,1774000.0,0.0,1.116346941123804,1
retail_wholesale,9,0,238000.0,1,1,5,182000.0,133000.0,49000.0,0,108,0,0.0,3643000.0,0.0,0.5994623155066919,1
retail_wholesale,3,0,1345000.0,6,1,3,1003000.0,721000.0,282000.0,0,36,0,0.0,1264000.0,0.0,9.524609779756602,1
light_manufacturing,1,0,771000.0,3,0,0,664000.0,533000.0,131000.0,0,12,0,0.0,3475000.0,0.0,2.2926732020082006,1
food,4,0,162000.0,3,1,4,112000.0,93000.0,19000.0,1,48,0,0.0,2233000.0,0.0,0.6019009168961664,0
services,8,1,538000.0,2,0,8,343000.0,264000.0,79000.0,1,96,0,0.0,1783000.0,0.0,2.3085715483556966,1
textiles,2,1,146000.0,6,0,2,103000.0,82000.0,21000.0,1,24,0,0.0,3444000.0,0.0,0.3588840035138308,1
textiles,12,0,616000.0,5,0,8,356000.0,250000.0,106000.0,0,144,0,0.0,3009000.0,0.0,1.419516037642057,1
retail_wholesale,5,0,124000.0,2,0,5,93000.0,74000.0,19000.0,0,60,0,0.0,2574000.0,0.0,0.4335602274954694,0
light_manufacturing,2,1,1103000.0,3,0,2,891000.0,653000.0,238000.0,0,24,1,179000.0,3679000.0,0.20089786756453423,2.9060898865866585,1
retail_wholesale,7,1,949000.0,6,1,7,533000.0,392000.0,141000.0,0,56,0,0.0,2259000.0,0.0,2.8311036632910627,1
textiles,8,0,4381000.0,8,0,8,2748000.0,1927000.0,821000.0,0,96,0,0.0,746000.0,0.0,44.23129027432367,1
services,8,0,1518000.0,7,0,8,1286000.0,1151000.0,135000.0,0,8,0,0.0,1594000.0,0.0,9.681033081823928,0
textiles,12,1,426000.0,6,0,10,299000.0,287000.0,12000.0,2,144,1,103000.0,677000.0,0.34448160535117056,5.296727713347631,1
light_manufacturing,1,1,1473000.0,2,0,1,1050000.0,918000.0,132000.0,0,12,0,0.0,2967000.0,0.0,4.24665127760859,1
retail_wholesale,12,0,161000.0,5,0,11,127000.0,92000.0,35000.0,1,98,0,0.0,3424000.0,0.0,0.4450678097913145,1
food,13,1,248000.0,7,0,13,182000.0,178000.0,4000.0,0,156,1,49000.0,3519000.0,0.2692307692307692,0.620636032468063,1
retail_wholesale,2,0,907000.0,5,1,2,479000.0,466000.0,13000.0,0,24,0,0.0,2682000.0,0.0,2.143088404061151,0
food,2,0,100000.0,9,0,2,82000.0,68000.0,14000.0,1,24,0,0.0,3575000.0,0.0,0.27526207362598976,1
retail_wholesale,10,1,626000.0,5,0,10,544000.0,397000.0,147000.0,1,29,1,49000.0,777000.0,0.0900735294117647,8.405745331305745,1
retail_wholesale,4,0,234000.0,4,0,4,122000.0,110000.0,12000.0,2,48,0,0.0,1875000.0,0.0,0.7808012742190125,1
retail_wholesale,14,1,719000.0,3,1,12,395000.0,383000.0,12000.0,1,142,0,0.0,856000.0,0.0,5.539141630612072,1
retail_wholesale,16,1,221000.0,4,0,16,173000.0,159000.0,14000.0,0,192,0,0.0,1613000.0,0.0,1.286973776114813,1
retail_wholesale,2,0,993000.0,4,0,2,737000.0,645000.0,92000.0,4,24,0,0.0,5275000.0,0.0,1.67672257677326,0
textiles,3,0,663000.0,3,0,3,433000.0,377000.0,56000.0,3,36,0,0.0,3854000.0,0.0,1.3482394211332318,1
textiles,6,0,2637000.0,7,0,6,1887000.0,1838000.0,49000.0,0,72,0,0.0,2976000.0,0.0,7.609340392693687,1
retail_wholesale,1,1,654000.0,5,0,1,511000.0,368000.0,143000.0,0,12,0,0.0,1794000.0,0.0,3.4189925019799965,1
retail_wholesale,1,1,301000.0,1,1,1,211000.0,157000.0,54000.0,0,12,0,0.0,1102000.0,0.0,2.297954074843354,1
retail_wholesale,3,0,508000.0,2,1,3,282000.0,263000.0,19000.0,1,36,0,0.0,2238000.0,0.0,1.5123952478632632,1
textiles,20,0,169000.0,7,0,17,91000.0,67000.0,24000.0,3,127,0,0.0,3894000.0,0.0,0.28039896854799756,1
retail_wholesale,7,0,976000.0,9,0,7,659000.0,532000.0,127000.0,1,84,0,0.0,2558000.0,0.0,3.0919588781196086,1
retail_wholesale,3,1,1172000.0,2,0,3,1019000.0,794000.0,225000.0,0,36,0,0.0,772000.0,0.0,15.831406131906228,1
retail_wholesale,2,0,7678000.0,2,1,2,5552000.0,4265000.0,1287000.0,0,24,0,0.0,2130000.0,0.0,31.285388083844794,1
food,2,0,349000.0,2,1,2,225000.0,159000.0,66000.0,0,24,0,0.0,635000.0,0.0,4.2550287029005744,1
retail_wholesale,4,0,497000.0,5,0,4,429000.0,368000.0,61000.0,0,48,0,0.0,3240000.0,0.0,1.588755188530436,1
textiles,3,1,365000.0,1,0,3,240000.0,195000.0,45000.0,0,36,0,0.0,1320000.0,0.0,2.1824492655319103,1
textiles,5,0,804000.0,6,0,2,565000.0,483000.0,82000.0,0,33,0,0.0,960000.0,0.0,7.061819665643477,1
services,8,1,952000.0,4,0,8,520000.0,408000.0,112000.0,0,74,0,0.0,3267000.0,0.0,1.9099453024391588,1
textiles,5,0,616000.0,2,0,5,490000.0,472000.0,18000.0,0,60,1,48000.0,2798000.0,0.09795918367346938,2.1017763729390264,0
services,10,0,1926000.0,2,0,5,1503000.0,1301000.0,202000.0,1,120,0,0.0,2299000.0,0.0,7.844269008445082,1
retail_wholesale,5,0,351000.0,2,1,5,287000.0,278000.0,9000.0,0,47,0,0.0,7450000.0,0.0,0.4623013340623599,1
services,17,0,1743000.0,3,0,4,1098000.0,876000.0,222000.0,0,124,0,0.0,2927000.0,0.0,4.500776379001072,1
textiles,10,0,1114000.0,5,0,7,751000.0,526000.0,225000.0,0,120,0,0.0,1358000.0,0.0,6.635168081158497,1
retail_wholesale,7,0,642000.0,5,0,7,364000.0,334000.0,30000.0,3,84,1,70000.0,2731000.0,0.19230769230769232,1.5994114812957894,0
textiles,8,0,474000.0,4,0,8,420000.0,391000.0,29000.0,1,96,0,0.0,1685000.0,0.0,2.9918900383880067,1
retail_wholesale,4,0,7359000.0,3,1,4,3933000.0,2818000.0,1115000.0,0,18,0,0.0,4277000.0,0.0,11.035382146799975,1
food,5,1,287000.0,3,1,5,218000.0,191000.0,27000.0,1,60,1,24000.0,2367000.0,0.11009174311926606,1.1050746938579716,1
services,5,0,876000.0,3,0,5,685000.0,606000.0,79000.0,1,11,1,218000.0,2512000.0,0.3182481751824818,3.2722213179977193,0
services,3,0,307000.0,1,0,2,173000.0,128000.0,45000.0,0,36,0,0.0,842000.0,0.0,2.466294522395251,1
light_manufacturing,2,0,3876000.0,2,1,2,2504000.0,2140000.0,364000.0,0,24,0,0.0,2075000.0,0.0,14.481007318955148,1
food,9,0,1578000.0,7,0,7,816000.0,627000.0,189000.0,0,108,0,0.0,1934000.0,0.0,5.06410823366051,1
food,11,0,330000.0,3,1,11,238000.0,168000.0,70000.0,0,132,0,0.0,1082000.0,0.0,2.6400634132593015,1
services,8,1,1085000.0,5,0,6,975000.0,919000.0,56000.0,0,96,0,0.0,1751000.0,0.0,6.68150026617823,1
retail_wholesale,5,0,841000.0,8,0,2,565000.0,473000.0,92000.0,0,60,1,54000.0,2598000.0,0.09557522123893805,2.6100736915383744,1
services,23,1,388000.0,2,1,10,347000.0,319000.0,28000.0,0,173,0,0.0,1995000.0,0.0,2.0874406157622345,1
food,3,1,1387000.0,6,0,3,764000.0,689000.0,75000.0,0,36,1,298000.0,857000.0,0.3900523560209424,10.695593073749052,1
retail_wholesale,7,0,959000.0,3,0,7,630000.0,616000.0,14000.0,0,27,1,89000.0,1698000.0,0.14126984126984127,4.453338811423334,1
retail_wholesale,13,1,806000.0,2,0,13,694000.0,571000.0,123000.0,0,92,1,169000.0,1510000.0,0.24351585014409222,5.514003923626181,0
services,2,1,623000.0,3,1,2,530000.0,434000.0,96000.0,0,24,0,0.0,2246000.0,0.0,2.831405079522329,1
retail_wholesale,9,0,1000000.0,2,1,4,630000.0,491000.0,139000.0,0,82,0,0.0,2105000.0,0.0,3.5909057635244928,0
retail_wholesale,18,1,818000.0,1,0,14,631000.0,552000.0,79000.0,0,184,0,0.0,1562000.0,0.0,4.846602238498515,1
retail_wholesale,6,0,690000.0,4,0,6,589000.0,492000.0,97000.0,1,72,0,0.0,1526000.0,0.0,4.631257548430765,1
retail_wholesale,7,1,342000.0,8,0,7,276000.0,250000.0,26000.0,0,84,0,0.0,2082000.0,0.0,1.5905366947936097,0
retail_wholesale,3,0,3536000.0,4,0,3,2657000.0,2125000.0,532000.0,0,36,0,0.0,3564000.0,0.0,8.945683120428358,1
services,8,0,227000.0,6,0,8,128000.0,94000.0,34000.0,0,96,1,24000.0,2364000.0,0.1875,0.649761530566565,0
retail_wholesale,3,0,997000.0,5,1,3,528000.0,497000.0,31000.0,0,36,0,0.0,4697000.0,0.0,1.34885876918728,1
services,6,0,472000.0,4,0,6,352000.0,328000.0,24000.0,0,72,0,0.0,3947000.0,0.0,1.070066481234841,1
services,1,0,3776000.0,3,0,1,2644000.0,2111000.0,533000.0,0,12,0,0.0,4909000.0,0.0,6.462672251556871,1
retail_wholesale,1,0,263000.0,4,1,1,157000.0,140000.0,17000.0,0,12,0,0.0,4546000.0,0.0,0.414398753714286,1
retail_wholesale,4,1,312000.0,7,1,4,192000.0,161000.0,31000.0,3,48,1,60000.0,5109000.0,0.3125,0.45100802413201635,0
textiles,4,0,246000.0,8,0,4,162000.0,148000.0,14000.0,0,48,1,17000.0,1001000.0,0.10493827160493827,1.9415492012844011,1
retail_wholesale,4,0,898000.0,3,0,1,627000.0,507000.0,120000.0,0,48,0,0.0,2949000.0,0.0,2.5510242983215465,1
retail_wholesale,10,1,165000.0,6,0,10,108000.0,92000.0,16000.0,0,120,0,0.0,4154000.0,0.0,0.3119672968832819,1
light_manufacturing,12,0,403000.0,2,1,1,264000.0,189000.0,75000.0,1,144,0,0.0,4630000.0,0.0,0.6842286731764953,1
light_manufacturing,7,1,100000.0,5,0,7,55000.0,41000.0,14000.0,0,84,1,15000.0,1260000.0,0.2727272727272727,0.5240169034373099,1
services,9,0,827000.0,1,1,3,700000.0,643000.0,57000.0,2,108,0,0.0,2967000.0,0.0,2.831074185064153,1
retail_wholesale,3,1,394000.0,4,1,3,293000.0,236000.0,57000.0,0,36,0,0.0,2092000.0,0.0,1.680438817654136,1
services,2,1,147000.0,4,0,2,82000.0,58000.0,24000.0,0,24,0,0.0,6058000.0,0.0,0.16242925882652498,1
services,8,0,1925000.0,2,0,2,1289000.0,963000.0,326000.0,0,96,0,0.0,870000.0,0.0,17.778701000400886,1
retail_wholesale,2,0,176000.0,3,0,2,117000.0,95000.0,22000.0,2,24,0,0.0,1261000.0,0.0,1.1137713553524973,1
textiles,2,0,1442000.0,5,0,2,1068000.0,962000.0,106000.0,4,12,0,0.0,675000.0,0.0,18.990284470797643,1
retail_wholesale,25,0,322000.0,6,0,17,240000.0,192000.0,48000.0,2,106,0,0.0,2181000.0,0.0,1.3203189568253044,1
retail_wholesale,6,0,3225000.0,3,1,3,2444000.0,2221000.0,223000.0,0,72,0,0.0,7779000.0,0.0,3.7700616306379215,1
food,4,1,1375000.0,5,1,4,1072000.0,1008000.0,64000.0,1,48,1,309000.0,1947000.0,0.28824626865671643,6.605419860316705,0
retail_wholesale,4,1,237000.0,4,0,4,128000.0,102000.0,26000.0,0,48,0,0.0,2125000.0,0.0,0.7228268748650081,1
retail_wholesale,1,0,260000.0,4,0,1,162000.0,150000.0,12000.0,0,12,0,0.0,2782000.0,0.0,0.6986937651980095,1
services,7,1,1191000.0,4,1,7,604000.0,444000.0,160000.0,0,84,0,0.0,1865000.0,0.0,3.885892468989029,1
light_manufacturing,5,0,500000.0,2,0,5,341000.0,278000.0,63000.0,3,54,0,0.0,2491000.0,0.0,1.642584729999859,1
textiles,11,1,549000.0,3,1,10,369000.0,268000.0,101000.0,0,92,0,0.0,2531000.0,0.0,1.7497515959516303,1
services,9,1,2320000.0,2,1,2,1841000.0,1316000.0,525000.0,0,108,0,0.0,1204000.0,0.0,18.345831137728897,1
light_manufacturing,4,1,307000.0,4,0,4,174000.0,125000.0,49000.0,0,48,0,0.0,1890000.0,0.0,1.1046046812001116,1
retail_wholesale,1,1,712000.0,2,1,1,536000.0,391000.0,145000.0,0,12,1,76000.0,3121000.0,0.1417910447761194,2.0605616585535578,0
retail_wholesale,6,1,1689000.0,5,0,6,1051000.0,982000.0,69000.0,0,72,0,0.0,3491000.0,0.0,3.6123404673817814,1
retail_wholesale,6,0,1460000.0,5,0,3,953000.0,812000.0,141000.0,2,21,1,195000.0,4359000.0,0.20461699895068206,2.623523076509614,1
retail_wholesale,1,1,554000.0,7,0,1,436000.0,421000.0,15000.0,0,12,0,0.0,2446000.0,0.0,2.1390991736650897,1
services,8,0,487000.0,6,0,8,257000.0,219000.0,38000.0,0,96,0,0.0,2476000.0,0.0,1.2455894209857818,1
retail_wholesale,2,0,114000.0,4,1,2,73000.0,64000.0,9000.0,0,24,0,0.0,3137000.0,0.0,0.27925015450861007,0
food,12,0,226000.0,4,1,12,148000.0,111000.0,37000.0,0,70,0,0.0,1400000.0,0.0,1.2688089073300126,1
retail_wholesale,5,0,894000.0,2,1,5,703000.0,599000.0,104000.0,0,60,0,0.0,1366000.0,0.0,6.176974035259412,1
retail_wholesale,3,1,566000.0,7,1,3,328000.0,265000.0,63000.0,0,36,1,95000.0,1856000.0,0.2896341463414634,2.1210187447176003,0
services,7,1,701000.0,5,1,2,616000.0,592000.0,24000.0,0,84,1,173000.0,931000.0,0.28084415584415584,7.942767558344296,0
retail_wholesale,6,1,1838000.0,4,1,6,1652000.0,1588000.0,64000.0,0,72,0,0.0,2553000.0,0.0,7.764838681519723,1
retail_wholesale,6,0,198000.0,2,1,6,164000.0,124000.0,40000.0,3,72,0,0.0,3753000.0,0.0,0.5243590582616572,0
retail_wholesale,11,0,513000.0,5,1,7,318000.0,278000.0,40000.0,0,132,0,0.0,1306000.0,0.0,2.921454941809763,1
food,7,1,785000.0,3,0,4,601000.0,528000.0,73000.0,0,49,0,0.0,2597000.0,0.0,2.777384370411064,1
textiles,3,0,321000.0,6,1,2,171000.0,147000.0,24000.0,2,36,0,0.0,1371000.0,0.0,1.4965259330779226,1
food,5,0,2720000.0,7,0,5,2308000.0,1696000.0,612000.0,0,60,0,0.0,1087000.0,0.0,25.484899978677987,1
retail_wholesale,15,0,1613000.0,2,0,5,1139000.0,1006000.0,133000.0,2,180,1,383000.0,6865000.0,0.3362598770851624,1.9908735802030066,1
retail_wholesale,3,0,869000.0,3,1,3,496000.0,458000.0,38000.0,3,20,0,0.0,1096000.0,0.0,5.429896095964057,0
services,8,0,3910000.0,3,0,4,2467000.0,1965000.0,502000.0,1,96,0,0.0,928000.0,0.0,31.891958635711593,1
textiles,11,0,145000.0,3,0,11,119000.0,100000.0,19000.0,0,123,1,10000.0,2275000.0,0.08403361344537816,0.6276945884853603,1
textiles,8,0,645000.0,5,0,8,547000.0,401000.0,146000.0,1,96,0,0.0,2350000.0,0.0,2.7936251953916993,1
services,6,1,938000.0,1,1,6,664000.0,638000.0,26000.0,0,72,0,0.0,2985000.0,0.0,2.669649138587084,0
services,7,1,260000.0,6,0,7,180000.0,132000.0,48000.0,0,19,0,0.0,6645000.0,0.0,0.3250501532162034,1
retail_wholesale,9,0,878000.0,3,0,9,703000.0,533000.0,170000.0,4,64,1,77000.0,1255000.0,0.10953058321479374,6.723702507417131,0
retail_wholesale,3,0,215000.0,6,1,3,179000.0,140000.0,39000.0,0,36,1,36000.0,1414000.0,0.2011173184357542,1.5196075319763642,1
textiles,6,0,1297000.0,4,1,3,1045000.0,973000.0,72000.0,1,72,0,0.0,5251000.0,0.0,2.3880880250464256,1
retail_wholesale,23,0,1872000.0,3,1,7,1224000.0,1097000.0,127000.0,0,137,0,0.0,3514000.0,0.0,4.180410276591744,1
services,8,1,853000.0,4,0,6,646000.0,453000.0,193000.0,0,96,0,0.0,3232000.0,0.0,2.39828738098802,1
food,6,0,102000.0,2,1,6,86000.0,65000.0,21000.0,0,17,1,16000.0,1404000.0,0.18604651162790697,0.7351157595411152,0
services,4,1,247000.0,1,1,1,139000.0,126000.0,13000.0,1,48,0,0.0,3930000.0,0.0,0.4244102126177676,0
services,3,0,1143000.0,4,0,3,749000.0,609000.0,140000.0,0,36,0,0.0,3238000.0,0.0,2.775507134449788,1
food,7,0,664000.0,3,0,7,347000.0,245000.0,102000.0,1,31,1,157000.0,2241000.0,0.45244956772334294,1.8581969007035253,0
services,7,1,100000.0,6,1,2,66000.0,64000.0,2000.0,0,84,1,22000.0,1408000.0,0.3333333333333333,0.5624886169804285,1
textiles,5,1,2253000.0,2,1,1,1822000.0,1353000.0,469000.0,2,60,1,280000.0,2132000.0,0.15367727771679474,10.254092922899588,1
services,25,0,745000.0,5,0,2,431000.0,363000.0,68000.0,0,79,1,73000.0,5378000.0,0.16937354988399073,0.9617700859828677,0
retail_wholesale,3,1,287000.0,5,0,3,205000.0,158000.0,47000.0,1,36,1,21000.0,1037000.0,0.1024390243902439,2.3711968340396705,1
food,3,1,1758000.0,3,0,3,905000.0,820000.0,85000.0,0,14,1,395000.0,1238000.0,0.43646408839779005,8.774226126791973,0
textiles,4,0,330000.0,3,0,3,284000.0,261000.0,23000.0,0,48,1,22000.0,1372000.0,0.07746478873239436,2.483477732751372,1
retail_wholesale,6,1,327000.0,3,1,5,270000.0,219000.0,51000.0,2,72,0,0.0,1563000.0,0.0,2.072838331783321,1
retail_wholesale,3,1,930000.0,4,1,3,660000.0,584000.0,76000.0,0,36,0,0.0,1981000.0,0.0,3.9975674442024425,1
services,7,1,3858000.0,3,1,4,3018000.0,2881000.0,137000.0,0,84,0,0.0,3555000.0,0.0,10.188006678596425,1
textiles,7,0,3296000.0,5,1,1,1785000.0,1657000.0,128000.0,1,84,0,0.0,2638000.0,0.0,8.119994004483232,1
retail_wholesale,9,1,931000.0,5,0,9,781000.0,637000.0,144000.0,1,81,0,0.0,2074000.0,0.0,4.51802390813435,1
retail_wholesale,4,1,1032000.0,4,0,4,811000.0,668000.0,143000.0,2,48,0,0.0,2362000.0,0.0,4.1209188457665915,1
retail_wholesale,14,1,1434000.0,6,1,4,786000.0,745000.0,41000.0,1,153,0,0.0,2908000.0,0.0,3.243219166530652,1
retail_wholesale,9,1,185000.0,3,0,5,165000.0,117000.0,48000.0,3,40,0,0.0,729000.0,0.0,2.715492215735755,1
light_manufacturing,3,1,1238000.0,5,1,3,630000.0,445000.0,185000.0,0,34,1,259000.0,3804000.0,0.4111111111111111,1.9872931657399822,1
retail_wholesale,3,1,312000.0,2,0,3,234000.0,177000.0,57000.0,0,36,1,55000.0,1218000.0,0.23504273504273504,2.305212980053171,1
retail_wholesale,5,1,894000.0,4,0,5,508000.0,473000.0,35000.0,1,60,0,0.0,1533000.0,0.0,3.9772549112214235,1
textiles,7,0,518000.0,6,0,7,408000.0,303000.0,105000.0,1,84,1,32000.0,2453000.0,0.0784313725490196,1.995730545691776,0
retail_wholesale,8,0,1073000.0,3,1,8,567000.0,442000.0,125000.0,0,96,1,208000.0,1912000.0,0.36684303350970016,3.559453389415227,1
retail_wholesale,9,1,731000.0,2,0,9,389000.0,341000.0,48000.0,0,52,1,139000.0,2679000.0,0.35732647814910024,1.7426819361784223,1
services,22,1,100000.0,6,0,0,69000.0,52000.0,17000.0,0,51,0,0.0,2178000.0,0.0,0.38022729656328896,1
textiles,1,0,777000.0,2,0,1,698000.0,548000.0,150000.0,1,12,0,0.0,1681000.0,0.0,4.981956399745867,1
light_manufacturing,5,0,1235000.0,5,0,5,754000.0,626000.0,128000.0,0,31,0,0.0,5005000.0,0.0,1.8078560792703868,1
textiles,20,0,1015000.0,3,1,16,756000.0,577000.0,179000.0,1,162,0,0.0,3059000.0,0.0,2.9659762824865963,1
food,10,1,587000.0,6,0,1,415000.0,406000.0,9000.0,1,100,0,0.0,2397000.0,0.0,2.0771823073316233,0
services,2,0,3358000.0,4,1,2,2810000.0,2096000.0,714000.0,0,24,1,650000.0,3030000.0,0.2313167259786477,11.127639385609525,1
services,7,1,887000.0,3,0,7,546000.0,512000.0,34000.0,0,84,0,0.0,1310000.0,0.0,5.001915112578091,1
services,5,1,1007000.0,2,1,5,727000.0,605000.0,122000.0,0,60,1,102000.0,7374000.0,0.14030261348005502,1.183016606707588,0
light_manufacturing,5,1,1847000.0,5,1,5,1626000.0,1197000.0,429000.0,0,19,0,0.0,1041000.0,0.0,18.73633714139386,1
services,4,0,934000.0,4,0,4,591000.0,433000.0,158000.0,0,48,0,0.0,2141000.0,0.0,3.3132149854188278,1
services,6,1,265000.0,5,1,6,179000.0,150000.0,29000.0,0,69,0,0.0,1684000.0,0.0,1.2753820276467849,0
